iter	MultiClass
348	0.2652564926
349	0.2652563923
350	0.2652559876
351	0.2652559009
352	0.2652557152
353	0.2652554703
354	0.2652554401
355	0.2652553615
356	0.2652550031
357	0.2652545533
358	0.2652544783
359	0.2652544413
360	0.2652544044
361	0.2652540251
362	0.2652538783
363	0.2652538685
364	0.2652538534
365	0.2652536638
366	0.2652536016
367	0.2652534987
368	0.2652533248
369	0.2652532907
370	0.2652530928
371	0.2652529691
372	0.2652528477
373	0.265252723
374	0.2652526826
375	0.2652524896
376	0.2652524134
377	0.2652512575
378	0.2652512492
379	0.265251137
380	0.2652510453
381	0.2652508119
382	0.2652507896
383	0.2652498815
384	0.2652497852
385	0.2652496376
386	0.2652493194
387	0.2652492864
388	0.2652492683
389	0.2652491257
390	0.265248971
391	0.2652489405
392	0.2652488527
393	0.2652488101
394	0.2652487268
395	0.2652486036
396	0.2652484183
397	0.2652483068
398	0.2652482868
399	0.2652482705
400	0.2652480514
401	0.2652478942
402	0.2652478466
403	0.2652477233
404	0.2652472228
405	0.2652471283
406	0.2652471055
407	0.2652470273
408	0.2652470153
409	0.2652468675
410	0.2652466606
411	0.2652465283
412	0.2652464966
413	0.2652464679
414	0.2652462809
415	0.2652462265
416	0.2652460294
417	0.2652460138
418	0.2652458621
419	0.2652458255
420	0.2652456329
421	0.2652454989
422	0.2652454524
423	0.265245255
424	0.2652450978
425	0.2652448515
426	0.2652447045
427	0.2652446342
428	0.2652445673
429	0.2652445638
430	0.2652444447
431	0.2652443196
432	0.2652442044
433	0.2652438264
434	0.2652438137
435	0.2652435595
436	0.265243522
437	0.2652433989
438	0.2652431247
439	0.2652430894
440	0.2652428543
441	0.2652426953
442	0.2652424776
443	0.2652424099
444	0.2652423759
445	0.2652422792
446	0.2652422456
447	0.265242107
448	0.2652420815
449	0.2652420008
450	0.265241948
451	0.265241887
452	0.2652418431
453	0.2652417983
454	0.2652411877
455	0.265240961
456	0.2652408102
457	0.2652407859
458	0.2652407826
459	0.2652407493
460	0.26524072
461	0.2652406679
462	0.2652405417
463	0.2652404672
464	0.2652404085
465	0.2652399887
466	0.2652396917
467	0.2652396668
468	0.2652395948
469	0.2652395267
470	0.2652395124
471	0.2652394487
472	0.2652393405
473	0.2652392876
474	0.2652390515
475	0.2652390172
476	0.2652388666
477	0.2652388488
478	0.2652386957
479	0.265238682
480	0.2652386574
481	0.2652386098
482	0.265238547
483	0.2652384796
484	0.2652384584
485	0.2652383968
486	0.2652382421
487	0.265238216
488	0.2652382017
489	0.2652381649
490	0.2652379492
491	0.2652378938
492	0.2652377383
493	0.2652376243
494	0.2652376019
495	0.2652374346
496	0.2652372942
497	0.2652371343
498	0.2652370316
499	0.2652367863
500	0.2652367371
501	0.2652367317
502	0.2652366473
503	0.2652366342
504	0.2652364186
505	0.2652364043
506	0.2652362068
507	0.2652361088
508	0.2652360789
509	0.2652360579
510	0.2652360309
511	0.2652360274
512	0.2652359921
513	0.2652359384
514	0.2652358089
515	0.2652356522
516	0.2652355859
517	0.2652355764
518	0.265235535
519	0.2652354282
520	0.2652353421
521	0.2652351963
522	0.265235058
523	0.2652349864
524	0.2652349823
525	0.2652346851
526	0.2652345899
527	0.2652345251
528	0.2652344752
529	0.2652342402
530	0.265234197
531	0.2652341294
532	0.2652341012
533	0.2652340166
534	0.2652339216
535	0.2652337341
536	0.2652336801
537	0.2652335952
538	0.265233574
539	0.2652334653
540	0.2652333446
541	0.2652333147
542	0.265233176
543	0.2652331396
544	0.2652329591
545	0.2652327295
546	0.2652327158
547	0.2652326893
548	0.2652325517
549	0.2652322841
550	0.2652321693
551	0.2652321344
552	0.2652320734
553	0.265232065
554	0.2652319862
555	0.2652318871
556	0.2652318723
557	0.2652318607
558	0.2652318578
559	0.2652317976
560	0.2652317644
561	0.265231744
562	0.2652316742
563	0.2652316336
564	0.2652314817
565	0.2652314703
566	0.2652314608
567	0.265231306
568	0.2652312864
569	0.2652311533
570	0.2652309775
571	0.2652309212
572	0.2652308985
573	0.2652308251
574	0.265230791
575	0.2652307287
576	0.2652306748
577	0.265230665
578	0.2652305686
579	0.2652302376
580	0.2652301455
581	0.2652298901
582	0.2652298868
583	0.2652298775
584	0.265229841
585	0.2652297337
586	0.2652297266
587	0.265229657
588	0.2652295161
589	0.2652295027
590	0.2652294374
591	0.2652294146
592	0.2652293978
593	0.2652293391
594	0.2652292742
595	0.2652292561
596	0.2652292521
597	0.2652291303
598	0.2652289248
599	0.2652287233
600	0.2652280962
601	0.2652279814
602	0.2652279316
603	0.2652279018
604	0.2652278486
605	0.2652278104
606	0.2652276337
607	0.2652275043
608	0.2652274881
609	0.2652274649
610	0.2652274537
611	0.2652274242
612	0.2652274087
613	0.2652273239
614	0.2652272713
615	0.2652272555
616	0.2652272476
617	0.2652272281
618	0.265227119
619	0.2652270814
620	0.2652270104
621	0.2652268075
622	0.265226726
623	0.2652267204
624	0.2652267086
625	0.2652266939
626	0.2652266168
627	0.2652265945
628	0.2652265843
629	0.2652265684
630	0.2652264961
631	0.2652264533
632	0.2652264267
633	0.2652264245
634	0.2652264015
635	0.2652263075
636	0.2652262874
637	0.2652262687
638	0.2652262223
639	0.2652262154
640	0.2652261602
641	0.265226149
642	0.2652261058
643	0.2652260861
644	0.2652260069
645	0.2652259477
646	0.2652259236
647	0.2652258879
648	0.2652256769
649	0.2652256664
650	0.2652255938
651	0.2652255148
652	0.2652254816
653	0.2652253368
654	0.2652253197
655	0.2652253103
656	0.2652251562
657	0.2652250869
658	0.2652249719
659	0.2652249395
660	0.2652249227
661	0.2652248384
662	0.265224826
663	0.2652248212
664	0.2652247866
665	0.2652247807
666	0.2652246624
667	0.2652246594
668	0.2652245501
669	0.2652244863
670	0.2652244029
671	0.2652243961
672	0.2652243241
673	0.2652242258
674	0.2652241655
675	0.2652241615
676	0.2652241453
677	0.2652241375
678	0.2652241048
679	0.2652240851
680	0.2652240273
681	0.2652238844
682	0.2652238723
683	0.2652238305
684	0.2652238278
685	0.2652238139
686	0.2652237936
687	0.265223747
688	0.2652236895
689	0.2652236751
690	0.2652236704
691	0.2652236641
692	0.2652236422
693	0.2652236384
694	0.2652236284
695	0.2652235689
696	0.2652235258
697	0.2652234955
698	0.2652234814
699	0.2652234656
700	0.2652233143
701	0.2652233054
702	0.2652232099
703	0.2652232066
704	0.2652231535
705	0.2652231492
706	0.2652231429
707	0.2652230842
708	0.2652230789
709	0.2652230364
710	0.2652228279
711	0.2652226629
712	0.2652226445
713	0.2652224771
714	0.265222451
715	0.2652224276
716	0.265222418
717	0.2652223083
718	0.265222048
719	0.2652220306
720	0.2652219982
721	0.2652218258
722	0.2652217726
723	0.2652217615
724	0.2652217181
725	0.2652216885
726	0.2652216821
727	0.2652212898
728	0.2652212803
729	0.2652212594
730	0.2652212461
731	0.2652212257
732	0.2652212209
733	0.2652212154
734	0.2652211447
735	0.2652211125
736	0.2652211038
737	0.2652210633
738	0.2652209773
739	0.2652209621
740	0.2652209544
741	0.2652209527
742	0.265220947
743	0.265220856
744	0.2652208013
745	0.265220725
746	0.265220631
747	0.2652206281
748	0.2652206086
749	0.2652204391
750	0.2652203423
751	0.2652203314
752	0.2652203049
753	0.2652202837
754	0.265220142
755	0.2652201364
756	0.265220128
757	0.2652201057
758	0.2652200092
759	0.2652199623
760	0.2652199506
761	0.2652198639
762	0.2652198151
763	0.2652197966
764	0.2652197938
765	0.2652197515
766	0.2652197437
767	0.2652196612
768	0.2652195412
769	0.2652195205
770	0.2652195042
771	0.26521944
772	0.2652193479
773	0.2652192988
774	0.2652192193
775	0.2652192079
776	0.2652191844
777	0.2652188957
778	0.2652187719
779	0.2652185938
780	0.2652185556
781	0.2652185392
782	0.2652185248
783	0.2652184855
784	0.2652184826
785	0.2652184814
786	0.2652184125
787	0.265218376
788	0.2652183736
789	0.2652183519
790	0.2652183427
791	0.2652183125
792	0.2652183025
793	0.2652182736
794	0.2652182392
795	0.2652182229
796	0.2652182037
797	0.2652181418
798	0.265218136
799	0.2652181179
800	0.2652181008
801	0.2652180773
802	0.2652180028
803	0.2652179906
804	0.2652179774
805	0.2652179203
806	0.2652178625
807	0.2652178602
808	0.2652178517
809	0.2652178502
810	0.2652178455
811	0.2652177954
812	0.2652177926
813	0.2652177841
814	0.2652177083
815	0.2652177002
816	0.2652176918
817	0.2652175868
818	0.265217538
819	0.2652174698
820	0.2652174437
821	0.2652174389
822	0.2652173908
823	0.2652173683
824	0.265217365
825	0.2652173483
826	0.265217341
827	0.2652173295
828	0.2652173093
829	0.2652172716
830	0.2652172315
831	0.2652171783
832	0.2652171378
833	0.2652171341
834	0.2652170658
835	0.2652170646
836	0.2652170507
837	0.2652170398
838	0.2652170367
839	0.2652170257
840	0.265217014
841	0.2652170057
842	0.2652170051
843	0.2652169993
844	0.2652169562
845	0.2652169489
846	0.2652169338
847	0.265216917
848	0.2652168985
849	0.2652168872
850	0.265216847
851	0.2652168461
852	0.2652167823
853	0.2652167453
854	0.2652167298
855	0.2652167144
856	0.2652166897
857	0.2652166741
858	0.2652166522
859	0.2652166402
860	0.2652165462
861	0.2652165437
862	0.2652165007
863	0.2652164358
864	0.265216429
865	0.2652164224
866	0.2652164014
867	0.2652163584
868	0.265216344
869	0.2652158809
870	0.2652158638
871	0.2652158604
872	0.2652158581
873	0.2652158531
874	0.26521585
875	0.2652158417
876	0.265215819
877	0.265215817
878	0.2652157658
879	0.2652156828
880	0.2652156792
881	0.2652156729
882	0.2652156677
883	0.2652156472
884	0.2652155379
885	0.2652155051
886	0.2652154121
887	0.2652152547
888	0.2652152185
889	0.2652151956
890	0.2652151919
891	0.2652151891
892	0.2652151721
893	0.2652149456
894	0.265214862
895	0.26521486
896	0.265214854
897	0.2652148453
898	0.2652148223
899	0.2652147648
900	0.2652146305
901	0.2652146231
902	0.2652145885
903	0.2652145801
904	0.2652145534
905	0.265214546
906	0.2652145423
907	0.2652144731
908	0.2652144716
909	0.2652144325
910	0.2652144166
911	0.2652144058
912	0.2652143994
913	0.2652143911
914	0.2652143821
915	0.2652143772
916	0.2652143633
917	0.2652143081
918	0.2652142999
919	0.2652142927
920	0.2652142807
921	0.2652142752
922	0.2652142663
923	0.2652142288
924	0.2652141433
925	0.2652141342
926	0.2652139918
927	0.2652138819
928	0.2652138501
929	0.2652138428
930	0.2652137436
931	0.265213724
932	0.2652137111
933	0.265213708
934	0.2652137008
935	0.2652136347
936	0.2652135729
937	0.2652135631
938	0.2652135581
939	0.2652135269
940	0.2652135143
941	0.2652135041
942	0.2652134812
943	0.2652134582
944	0.2652134462
945	0.2652133917
946	0.2652133163
947	0.2652132924
948	0.2652132848
949	0.2652131829
950	0.2652131648
951	0.2652131578
952	0.2652131089
953	0.2652130766
954	0.2652130556
955	0.2652130054
956	0.2652130033
957	0.265212797
958	0.2652127825
959	0.2652127247
960	0.2652126174
961	0.2652126078
962	0.2652124621
963	0.265212443
964	0.2652124304
965	0.2652124281
966	0.265212425
967	0.2652123555
968	0.2652122299
969	0.2652122261
970	0.2652121882
971	0.2652121617
972	0.2652121574
973	0.2652121402
974	0.2652121385
975	0.2652121304
976	0.2652121071
977	0.2652120996
978	0.2652120387
979	0.2652120026
980	0.2652119976
981	0.265211946
982	0.2652119434
983	0.2652119153
984	0.2652118983
985	0.265211893
986	0.2652118715
987	0.2652118451
988	0.2652118136
989	0.265211805
990	0.2652117659
991	0.2652117429
992	0.2652117405
993	0.2652117177
994	0.2652117143
995	0.2652116835
996	0.2652116758
997	0.2652116638
998	0.2652116511
999	0.2652116239
